v3116	vTradingAgents
v1846	vSpatialCognition
v1847	vSPLC
v1848	vSecurityProtocolsWorkshop
v1849	vSSPR/SPR
v3813	vEntrepreneurship
v659	vAPPROX-RANDOM
v658	vAPNOMS
v657	vAMT
v656	vALT
v655	vAIRS
v654	vICAPS
v653	vAINA
v652	vAINAWorkshops
v651	vAI*IA
v650	vAIED
v4168	vAEGS
v1444	vDAMP
v4380	vICDL-EPIROB
v3567	vMismatchandNoiseinModernICProcesses
v1445	vIEEEInternationalWorkshoponRapidSystemPrototyping
v4160	vICVGIP
v4161	vCHASE
v4162	vBICS
v4163	vIPTC
v4164	vEGOVIS/EDEM
v1446	vIEEEReal-TimeandEmbeddedTechnologyandApplicationsSymposium
v4166	vCACSD
v4167	vESOCC
v3063	vResultsoftheSENSORIAProject
v3199	vROCLING
v4342	vTheInformationRetrievalSeries
v1447	vRTCSA
v4344	vDissertationenzuDatenbankenundInformationssystemen
v4345	vThePrenticeHallservicetechnologyseries
v4048	vIncompleteDataandDataDependenciesinRelationalDatabases
v4347	vSpringerBriefsinElectricalandComputerEngineering
v3190	vCLOSER
v1440	vIOLTS
v2671	vCOLING(Demos)
v3193	vICSECS()
v3194	vUIST(AdjunctVolume)
v3195	vHLDVT
v3196	vHASE
v1441	vISDA
v385	vSecurityandCommunicationNetworks
v384	vTransactionsonDataPrivacy
v387	vAdHoc&SensorWirelessNetworks
v386	vTRETS
v381	vIJSSCI
v380	vKnowledgeEng.Review
v383	vJ.EmbeddedComputing
v382	vTransactionsonComputationalScience
v3756	vArchiveofFormalProofs
v3757	vIJCC
v3754	vIJSSC
v1443	vPLAS
v389	vAnnalsOR
v388	vDiscreteOptimization
v3750	vJ.PhilosophicalLogic
v3751	vIJMHeur
v1938	vTCQ
v1939	vIMTIC
v4016	vEXPRESS/SOS
v1934	vMTSR
v1935	vIDC
v1936	vDCAI
v1937	vNOMS
v1930	vVSTTE
v1931	vHAIS()
v1684	vEuro-Par()
v1933	vPQCrypto
v1437	vICPP
v2921	vInt.J.BiomedicalImaging
v1953	vETVC
v3592	vComputingwithSocialTrust
v3284	vREVOTE
v3285	vRESC
v3286	vGreenComputingConference
v3287	vGreenCom
v2809	vSECURECOMM
v2808	vICDFC
v2379	vInt.J.SystemsScience
v2378	vIMAJ.Math.Control&Information
v2377	vIJES
v2376	vIJITM
v2375	vIJISCM
v2374	vIJICT
v1685	vEvoApplications()
v2372	vIJEH
v2371	vIJMTM
v2370	vIJEB
v3578	vMeta-LearninginComputationalIntelligence
v3579	vSynthesisLecturesonComputerVision
v2579	vIJITN
v2578	vIJMCMC
v2575	vIJSKD
v2574	vIJEA
v2577	vIJMHCI
v1955	veHealth
v2571	vIJAPUC
v2570	vIJANTTI
v2573	vIJDSST
v2572	vIJATS
v271	vKnowl.-BasedSyst.
v270	vKnowl.Inf.Syst.
v273	vMathematicalStructuresinComputerScience
v272	vMath.Program.
v275	vIEEENetwork
v274	vMach.Vis.Appl.
v277	vNeuralNetworks
v276	vNetworks
v279	vIJPEDS
v278	vOper.Res.Lett.
v2971	vDagstuhlReports
v2970	vIJUC
v2973	vJ.Comput.Physics
v2972	vComputers&IndustrialEngineering
v2975	vJ.CellularAutomata
v2974	vJUSPN
v2977	vHandbookofResearchonComputationalForensics,DigitalCrime,andInvestigation
v1673	vHighPerformanceGraphics
v2979	vJILSA
v2978	vHandbookofResearchonDigitalLibraries
v4219	vAIMM
v1592	vAMDO
v1593	vAdaptiveMultimediaRetrieval
v2719	vRTSS
v2718	vRobuCup
v3372	vICCL
v3373	vICDSC
v3374	vMed-Hoc-Net
v1672	vEGC(bestofvolume)
v3376	vNGI
v3377	vETFA
v2711	vLADC
v2710	vLACL
v2713	vMiddleware(Companion)
v2712	vARM
v2715	vNetworking()
v2714	vVehicularAdHocNetworks
v2717	vPSDML
v2716	vPARELEC
v2489	vInteligenciaArtificial,RevistaIberoamericanadeInteligenciaArtificial
v2488	viNetSec
v3174	vIDAACS()
v3175	vSSW
v3172	vInternationalSymposiumonRapidSystemPrototyping
v3173	vIEEEInternationalSymposiumonRapidSystemPrototyping
v3170	vACC()
v3171	vSDKB
v2481	vperspeGKtive
v2480	vCNSM
v2483	vLASERSummerSchool
v2482	vFM+AM
v2485	vICWUS
v2484	vICFHR
v2487	vPromise
v2486	vDESIRE
v1598	vArgMAS
v3806	vSpringerHandbooksofComputationalStatistics
v1599	vASIAN
v3807	vMathematicsAndVisualization
v3552	vSustainableInnovation
v2157	vIJGHPC
v1670	vEDCC
v2155	vLanguageResourcesandEvaluation
v2154	vEng.Appl.ofAI
v2153	vJ.Graphics,GPU,&GameTools
v2152	vExperimentalMathematics
v2151	vIJACI
v2150	vRevueInternationaledeGéomatique
v3802	vAtlantisThinkingMachines
v2629	vUni-text
v2628	vTextsandmonographsincomputerscience
v2159	vSchedaeInformaticae
v2158	vJ.RigaTechnicalUniversity
v2395	vAICS
v2394	vACL(StudentResearchWorkshop)
v2397	vANTSConference
v2396	vANNIIP
v2391	vMCV
v2390	vMICAI(SpecialSessions)
v2393	vACL(ShortPapers)
v2392	vACL
v3832	vTheScienceofServiceSystems
v3801	vGeometryAndComputing
v2399	vComputersandGames
v2398	vBMVC
v1677	vErshovMemorialConference
v3558	vHf-BasedHigh-kDielectrics
v3847	vAlgebraicAspectsofDigitalCommunications
v3317	vFGIT-SecTech/DRBC
v3850	vWebIntelligenceandSecurity-AdvancesinDataandTextMiningTechniquesforDetectingandPreventingTerroristActivitiesontheWeb
v891	vPerCom
v890	vPDPTA
v893	vPrivacyEnhancingTechnologies
v892	vPerComWorkshops
v895	vPODC
v894	vECML/PKDD()
v897	vTestCom/FATES
v896	vPPDP
v899	vRAID
v898	vPVM/MPI
v3809	vTheLeanSeries
v2023	vCAMAD
v2022	vICSI()
v2021	vMMCS
v2020	vISARCS
v2027	vIPCAI
v2026	vHotSWUp
v2025	vMBEES
v2024	vDMO
v2029	vSoCC
v2028	vCOM.Geo
v4258	vEurographics(ShortPapers)
v4225	vICAT/EGVE/EuroVR
v3359	vLANOMS
v2665	vONTOSE
v3518	vHandbookofVisualDisplayTechnology
v3609	vPreferencesandDecisions
v3527	vFutureApplicationandMiddlewareTechnologyone-Science
v4208	vGreeNets
v4204	vActiveLearning
v4401	vSpaceCommunications
v4252	vRePa
v3519	vPL-Grid
v4253	vREET
v4250	vRELAW
v63	vICA
v1610	vAspectsofNaturalLanguageProcessing
v1613	vBusinessProcessManagementWorkshops
v1612	vConcurrency,Compositionality,andCorrectness
v1615	vIJCAR
v1614	vBPM(Demos)
v1617	vCAINE
v1616	vCAEPIA
v1619	vCARDIS
v1618	vBMMDS/EMMSAD
v2556	vIJeC
v3852	vSoftwareAgents,AgentSystemsandTheirApplications
v4254	vIGCC
v4255	vITGConferenceonSpeechCommunication
v62	vICQT
v1439	vINFORSID
v1438	vICPPWorkshops
v1129	vMultimediaSyst.
v1128	vMobileInformationSystems
v3788	vInt.J.Auton.Comp.
v1123	vJ.Intell.Inf.Syst.
v1122	vJournalofIntelligentandFuzzySystems
v1121	vJournalofGeographicalSystems
v1120	vJ.Exp.Theor.Artif.Intell.
v1127	vJournalofVisualizationandComputerAnimation
v1126	vJournalofQuantitativeLinguistics
v1125	vJournalofObjectTechnology
v1124	vInt.J.onDigitalLibraries
v2998	vWirelessSensorNetwork
v4328	vEuropeanJournalofLawandTechnology
v479	vIEA/AIE
v478	vICWE
v4201	vSynthesisLecturesonInformationSecurity,Privacy,andTrust
v473	vICML
v472	vICLP
v471	vICIAR
v470	vICCBR
v477	vICSE
v476	vICSECompanion
v475	vICS
v474	vICOST
v1729	vICMS
v1728	vICMLC
v1059	vQuaCon
v1058	vICCCI
v1057	vADMI
v1056	vBrainInformatics
v1055	vLORI
v1054	vNordSec
v1053	vMobiSec
v1052	vNursingInformatics
v1051	vFOMI
v1050	vMIE
v1545	vVirtualReality
v1544	vUserModel.User-Adapt.Interact.
v1547	vNumericalAlgorithms
v1546	vStatisticsandComputing
v1541	vSoftwareQualityJournal
v1540	vOperatingSystemsReview
v1543	vUniversalAccessintheInformationSociety
v1542	vT.Aspect-OrientedSoftwareDevelopmentVI
v1549	vDiscreteEventDynamicSystems
v1548	vSIAMJ.ScientificComputing
v3787	vJournalofSoftware:EvolutionandProcess
v718	vDASFAAWorkshops
v719	vDATE
v716	vDynD
v717	vDaMoN
v714	vDAC
v715	vDAGM-Symposium
v712	vESA
v713	vSecurityandManagement
v710	vCSR
v711	vCSREAEE
v3459	vAgentandMulti-agentTechnologyforInternetandEnterpriseSystems
v1691	vFOIS
v3899	vCOSADE
v3858	vDigitalPrivacy-PRIME
v1999	vNICSO
v4202	vHCITheory
v3898	vRC
v4334	vSEISeriesInSoftwareEngineering
v3969	vMGC
v3968	vVCIP
v1690	vFMCO
v3618	vITC
v3617	vCombiningExperimentationandTheory
v3616	vConsensualProcesses
v3615	vYearsofFuzzySetTheory
v3614	vRecentDevelopmentsintheOrderedWeightedAveragingOperators
v3613	vFuzzyOptimization
v3612	vSoftComputinginGreenandRenewableEnergySystems
v3611	vSoftComputinginHumanitiesandSocialSciences
v3610	vMethodsforHandlingImperfectSpatialInformation
v668	vConceptualModeling:FoundationsandApplications
v669	vEfficientAlgorithms
v1693	vFSKD
v662	vASAP
v663	vASSETS
v660	vAPPT
v661	vAPWeb/WAIMWorkshops
v666	vAVSS
v667	vBIOCOMP
v664	vATVA
v665	vAustralasianConferenceonArtificialIntelligence
v4403	vWorldDigitalLibraries
v4402	vAlgorithmicFinance
v1692	vFPL
v4400	vRiskandDecisionAnalysis
v4407	vOttoNeurathandtheUnityofScience
v4406	vTheGoldenAgeofPolishPhilosophy
v4405	vPeriodicaMathematicaHungarica
v4404	vIJMNO
v4409	vFrontiersofIntelligentAutonomousSystems
v4408	vVagueness:AGuide
v3769	vPragueBull.Math.Linguistics
v3768	vTheReviewofSocionetworkStrategies
v3763	vTHedu'
v2733	vICANNGA()
v3761	vFICS
v3760	vMSFP
v3767	vInt.J.Reconfig.Comp.
v3766	vIJIPSI
v3765	vFAVO
v3764	vLSFA
v1695	vGCC
v1948	vJAC
v3512	vESANN
v3023	vEXPRESS
v1941	vJURIX
v1940	vI-USED
v1943	vISSSE
v1942	vTAMoCo
v1945	vCPA
v1944	vLAPTEC
v1947	vFIS
v1946	vWCNC
v2662	vDB&IS
v3318	vFGIT-UNESST
v1694	vGAMEON
v2368	vIJKM
v2369	vIJHPCN
v3545	vIntelligentComputationalOptimizationinEngineering
v3544	vUAI
v3543	vNextGenerationDataTechnologiesforCollectiveComputationalIntelligence
v3542	vInnovativeComputingMethodsandTheirApplicationstoEngineeringProblems
v2818	vCloudComp
v2819	vAFRICOM
v2360	vIEEETransactionsonCommunications
v2361	vIEEETrans.EvolutionaryComputation
v2362	vIEEETrans.VLSISyst.
v2363	vMicroelectronicsReliability
v2364	vDigitalSignalProcessing
v2365	vStatisticalMethodsandApplications
v2366	vFinanceandStochastics
v2367	vInternetMathematics
v4249	vICCSW
v3120	vAShortIntroductiontoPreferences
v2568	vIJAL
v2569	vIJALR
v2566	vIJAEIS
v2567	vIJAGR
v2564	vIJHISI
v2565	vIJAEC
v1697	vGIJahrestagung
v2563	vIJISP
v1442	vWorkshoponMembraneComputing
v2561	vInt.J.ofAppliedMetaheuristicComputing
v3525	vDigitaleHardware/Software-Systeme:SyntheseundOptimierung
v288	vSIAMJournalofAppliedMathematics
v289	vSIAMJ.Comput.
v3524	vMMSP
v284	vPersonalandUbiquitousComputing
v285	vRoboticsandAutonomousSystems
v286	vRandomStruct.Algorithms
v287	vSci.Comput.Program.
v280	vParallelComputing
v281	vPerform.Eval.
v282	vPatternRecognition
v283	vPatternRecognitionLetters
v2962	vIJACDT
v2963	vAdv.FuzzySystems
v2960	vIEEETransactionsonNetworkandServiceManagement
v2961	vACMTrans.ManagementInf.Syst.
v2664	vEOMAS
v2967	vNeuroinformatics
v2964	vJournalComp.Netw.andCommunic.
v2965	vSIAMJ.FinancialMath.
v3521	vDigitaleHardware/Software-Systeme:SpezifikationundVerifikation
v1696	vGraphDrawing
v2969	vIJVCSN
v4336	vDissertationsingeographicinformationscience
v3520	vEATCSTextsinTheoreticalComputerScience
v3990	vCollaboratively-BuiltKnowledgeSourcesandAI
v3251	vICT-GLOW
v4224	vWICSA/ECSACompanionVolume
v3991	vVisualRepresentationsandReasoning
v3250	vSTM
v3851	vHumanSystemsIntegrationtoEnhanceMaritimeDomainAwarenessforPort/HarbourSecurity
v3992	vAbstraction,Reformulation,andApproximation
v2667	vCASCON
v2709	vBMIBook
v3389	vICCABS
v3388	vECSCW
v2702	vWCITD/NF
v2703	vINAP
v2700	vCCTA()
v2701	vITEM
v2706	vISVLSI
v2707	vIWAN
v2704	vISCAS
v2705	vICSSP
v3143	vStatisticsisEasy!SecondEdition
v3142	vDataRepresentations,Transformations,andStatisticsforVisualReasoning
v2498	vITRS
v2499	vFIT
v3147	vManagingandMiningGraphData
v3146	vAdvancesInDatabaseSystems
v3145	vSemanticWebAndBeyondComputingforHumanExperience
v3144	vMulti-CoreCacheHierarchies
v2492	vComputerArchitectureLetters
v2493	vCLEIElectron.J.
v2490	vAIMagazine
v2491	vComputingandInformatics
v2496	vPAR
v2497	vIWS
v2494	vComput.Sci.Inf.Syst.
v2495	vUNIF
v2666	vPASCO
v3259	vQoSA/ISARCS
v3565	vAPracticalGuidetoTestingWirelessSmartphoneApplications
v4330	vJ.MathematicalCryptology
v4231	vSISY
v3258	vEDOCW
v3853	vInformationSecurity,CodingTheoryandRelatedCombinatorics
v4436	vSafeConfig
v2140	vManufacturing&ServiceOperationsManagement
v2141	vOrganizationScience
v2142	vERCIMNews
v2143	vIJCCBS
v2144	vHumanFactors
v2145	vTACCESS
v2146	vIJBIC
v2147	vInformaticsineducation
v2148	vJ.Visualization
v2149	vComputational&MathematicalOrganizationTheory
v2638	vInformationandManagement
v2639	vJournalofManagementInformationSystems
v2386	vIJDMMM
v2387	vOperationalResearch
v2384	vJ.DigitalForensicPractice
v2385	vInt.J.ComputerIntegratedManufacturing
v2382	vInt.J.SemanticComputing
v2383	vIEEETransactionsonInformationForensicsandSecurity
v2380	vIJITSA
v2381	vISManagement
v2388	vLPAR(Dakar)
v2389	vInt.Conf.onMembraneComputing
v4181	vQPL
v4332	vDissertationenzurkünstlichenIntelligenz
v3855	vSoftwareandSystemsSafety-SpecificationandVerification
v3176	vIWDE
v3098	vStudiesofWorkandtheWorkplaceinHCI:ConceptsandTechniques
v868	vMiddleware
v869	vCalculemus/MKM
v864	vMFCS
v865	vMobileHCI
v866	vMICAI
v867	vMICCAI()
v860	vLPNMR
v861	vMATES
v862	vMensch&Computer
v863	vMDAI
v2782	vInstinctiveComputingWorkshop
v3854	vLogicsandLanguagesforReliabilityandSecurity
v3177	vTST
v2038	ve-Energy
v2039	vC&T
v2783	vVLUDS
v2034	vImageProcessing:AlgorithmsandSystems
v2035	vVisualInformationProcessing
v2036	vITP
v2037	ve-Engery
v2030	vICUMT
v2031	vRED
v2032	vINTRUST
v2033	vVDA
v3283	vRESS
v2781	vSoICT
v2786	vBICA
v2787	vIEEEVAST
v3857	vBehaviourMonitoringandInterpretation
v2784	vMMEDIA
v2785	vICISO
v3888	vICBO
v4232	vCCSEIT
v1790	vProstateCancerImaging
v2788	vNASAFormalMethods
v3856	vFrontiersinArtificialIntelligenceandApplications
v1602	vCOIN@AAMAS&AAAI
v1603	vAAMAS-OAMAS
v1600	vABZ
v1601	vAMEC/TADA
v1606	vInformatikinRechtundVerwaltung
v1607	vAlgorithmsandApplications
v1604	vCOIN@AAMAS&IJCAI&MALLOW
v1605	vAVI
v1608	vEssaysinMemoryofAmirPnueli
v1609	vFieldsofLogicandComputation
v2812	vArtsIT
v1791	vMultimediaInformationRetrieval
v4434	vCSIIRW
v3301	vKICSS
v1428	vFMCAD
v1429	vFSKD()
v1422	vEMS
v1423	vCCA
v1420	vICETC
v1421	vPACCS
v1426	vDICTA
v1427	vECOWS
v1424	vCIKM-PAVLAD
v1425	vCONIELECOMP
v914	vSDLForum
v447	vDevelopmentsinLanguageTheory
v444	vDDECS
v445	vD.GO
v910	vSC-GCE
v911	vSC-WORKS
v440	vDAIS
v913	vSC-WHPCF
v4435	vLanguagesAlive
v918	vInternationalSemanticWebConference
v919	vSenSys
v448	vDSL
v449	vPBFT
v4169	vISSPA
v1048	vCSEDU()
v1049	vAMCIS/SIGeBIZ
v1793	vMMM-ACNS
v1738	vFormalAspectsinSecurityandTrust
v1739	vIntelligentInformationProcessing
v1040	vSIGMAP
v1041	vICTIR
v1042	vFormalTheoriesofInformation
v1043	vWINSYS
v1044	vMOBILIGHT
v1045	vAMMA
v1046	vPSATS
v1047	vNanoNet
v1556	vSIGecomExchanges
v1557	vTrans.MLDM
v1554	vSIGCSEBulletin
v1555	vIEEE-RITA
v1552	vSwarmIntelligence
v1553	vMathematicsinComputerScience
v1550	vICGAJournal
v1551	vSignal,ImageandVideoProcessing
v1558	vTLT
v1559	vPeer-to-PeerNetworkingandApplications
v709	vCSL
v708	vCSCWD
v4299	vUIC/ATC
v701	vCONCUR
v700	vCOMPSAC()
v703	vCOST/Conference
v702	vCOSIT
v705	vCRIWG
v704	vCP
v707	vCSC
v706	vCRYPTO
v4189	vSpringerBriefsinCybersecurity
v3885	vGKR
v4233	vKES
v4277	vCSS
v4165	vWRLA
v1134	vPresence
v1135	vJ.Scheduling
v1136	vSIGACTNews
v1137	vSimulation
v1130	vMath.Oper.Res.
v1131	vMultimediaToolsAppl.
v1132	vNucleicAcidsResearch
v1133	vNeuralComputation
v1138	vScientificProgramming
v1139	vSoftw.Test.,Verif.Reliab.
v2606	vIJIDE
v3608	vSoftComputinginXMLDataManagement
v3051	vHandbookofSocialNetworkTechnologies
v3978	vWOSOCER
v3050	vEncyclopediaofMachineLearning
v3600	vEvaluatingUserExperienceinGames
v3601	vResearchingLearninginVirtualWorlds
v3602	vSecurityandDependabilityforAmbientIntelligence
v3603	vInsiderThreatsinCyberSecurity
v3604	vMovingTargetDefense
v3605	vCyberSituationalAwareness
v3606	vProductionEngineeringandManagementunderFuzziness
v3607	vMarketingIntelligentSystemsUsingSoftComputing
v675	vCIAO!/EOMAS
v674	vCAIP
v677	vCANS
v676	vCALCO
v671	vSemanticsandAlgebraicSpecification
v670	vGraphTheory,ComputationalIntelligenceandThought
v673	vBPM
v672	vBIS(Workshops)
v4432	vTEAR/PRET
v679	vCASES
v678	vCASC
v4433	vMIWAI
v4346	vLondonMathematicalSocietyLectureNoteSeries
v4431	vAPCCAS
v3059	vSemanticWebInformationManagement
v3058	vDynamicallyReconfigurableSystems
v3192	vI-KNOW
v3774	vJoSS
v3775	vBulletinoftheEATCS
v3776	vIJAIP
v3777	vJ.LondonMath.Society
v3770	vIEEETechnol.Soc.Mag.
v3771	vHMD-PraxisWirtschaftsinform.
v3772	vIGTR
v3773	vJoSSR
v4414	vSMAP
v4415	vROSE
v4416	vHPEC
v4417	vISCSLP
v3778	vIJMIR
v3321	vNDT
v4412	vAdvancesinKnowledgeDiscoveryandManagement
v4413	vIVCNZ
v1646	vScientificVisualization:AdvancedConcepts
v3320	vFSR
v4438	vGI-Jahrestagung
v1647	vSimilarity-BasedClustering
v3197	vMICAI()
v1644	vCSCLP
v1402	vSERVICESI
v1958	vEDM
v1645	vCSREAEEE
v4028	vMathematikKompakt
v1952	vIS-EDU
v1642	vCOSTSchool(Vietri)
v1950	vSECURWARE
v1951	vSLE
v1956	vGridNets
v1957	vEPOS
v1954	vEMNLP
v1643	vCOSTConference(Prague)
v4185	vREST:FromResearchtoPractice
v1640	vCOMPSAC
v4182	vOpenSyst.Inform.Dynam.
v1641	vCOSTTrainingSchool
v3329	vMIAD
v4183	vJournalofAutomata,LanguagesandCombinatorics
v3550	vBio-InspiredSelf-OrganizingRoboticSystems
v3551	vAAMASWorkshops
v2829	vACWiC
v2828	vDBSocial
v3554	vSKG
v3555	vICESS
v3556	vCISIM
v3557	vSynthesisLecturesonDistributedComputingTheory
v2823	vHRPR
v2822	vICSTE-Energy
v2821	vSEWCN
v2820	vBIONETICS
v2827	vDSDE
v2826	vWPNC
v2825	vCODASPY
v2824	vICWET
v2559	vIJABIM
v2558	vIJEIS
v2553	vIJITWE
v2552	vIJBDCN
v2551	vIJTHI
v2550	vIJVPLE
v2557	vIJEGR
v1404	vBIFE
v2555	vIJEBR
v2554	vIJDET
v3829	vPrivacyOnline
v3755	vInt.J.SystemsAssuranceEngineeringandManagement
v299	vIEEETrans.Computers
v298	vTAP
v297	vACMTrans.AsianLang.Inf.Process.
v296	vACMTransactionsonAlgorithms
v295	vTACO
v294	vSoftw.,Pract.Exper.
v293	vSoftwareProcess:ImprovementandPractice
v292	vSoftComput.
v291	vJournalofSoftwareMaintenance
v290	vSimulationModellingPracticeandTheory
v4027	vChapmanandHall/CRCAppliedAlgorithmsandDataStructuresSeries
v2959	vInt.Syst.inAccounting,FinanceandManagement
v2958	vIETComputers&DigitalTechniques
v2957	vIEEET.AutonomousMentalDevelopment
v2956	vIJPOP
v2955	vInt.J.PervasiveComputingandCommunications
v1405	vBCI
v2953	vIJCVIP
v2952	vRASI
v2951	vIEEETrans.Education
v2950	vSIGHITRecord
v2737	vBIRTE
v2736	vCISS
v2735	vComputationalAesthetics
v2734	vSASOWorkshops
v1792	vMMB/DFT
v2732	vGTTSE
v2731	vWWW(CompanionVolume)
v2730	vICPE
v2739	vICSTWorkshops
v2738	vB-Interface
v3398	vBIC-TA
v3399	vIJNC
v3396	vCAD/Graphics
v3397	vIFL
v3394	vCHItaly
v3395	vIWAAL
v3392	vISUVR
v3393	vIIH-MSP
v3390	vKESE
v3391	vWoT
v3588	vGlobalUsability
v3158	vFedCSIS
v3159	vHISB
v3154	vCIRA
v3155	vISWSA
v3156	vIAIT
v3157	vISMIR
v3150	vLectureNotesinBusinessInformationProcessing
v3151	vAdvancesinModalLogic
v3152	vFOCI
v3153	vMEDI
v1737	vICSOC/ServiceWaveWorkshops
v3474	vQoMEX
v3824	vArchitectingtheInternetofThings
v4439	vSSGIP
v4191	vServiceOrientationinHolonicandMulti-AgentManufacturingControl
v2603	vIJNCR
v2602	vIJSIR
v2601	vIJSITA
v2600	vIJAVET
v2607	vIJEP
v1932	vFunandGames
v2605	vIJISMD
v2604	vIJKSS
v3825	vTowardsanInformationTheoryofComplexNetworks
v2609	vIJDLDC
v2608	vIJDLS
v4190	vIntelligentToolsforBuildingaScientificInformationPlatform
v4278	vHILT
v4033	vArtificialIntelligence,EvolutionaryComputingandMetaheuristics
v1893	vFUN
v3827	vVisualizationinMedicineandLifeSciencesII
v879	vMSV
v878	vMSR
v877	vFOSD
v876	vMoDELS
v875	vMobiDE
v874	vMOBICOM-CoRoNet
v873	vMOBICOM
v872	vMMNS
v871	vACMMultimedia
v870	vMLDMPosters
v2049	vIEEEConf.onIntelligentSystems
v2048	vLOFT
v1892	vKES-AMSTA()
v2041	vSSIRI
v2040	vICSAP
v2043	vLATINCRYPT
v2042	vCOMPENG
v2045	vMOL
v1656	vDiagrams
v2047	vMediaForensicsandSecurity
v2046	vSTEP
v3537	vRobotics:ScienceandSystems
v3724	vSouthAfricanComputerJournal
v4437	vCCS
v1789	vMLMI
v1651	vDASFAA()
v3821	vMulti-objectiveEvolutionaryOptimisationforProductDesignandManufacturing
v3522	vMiningTextData
v3534	vNonlinearDynamicsinHumanBehavior
v4294	vATACSS
v3280	vECMR
v3281	vWOCN
v4296	vME
v3282	vAutomata
v1639	vCOMOD
v1638	vCOMAD
v1637	vCNSR
v1636	vCommunicationsandMultimediaSecurity
v1635	vCMMR
v1634	vCMMR/ICAD
v1633	vCLUSTER
v1632	vCLIMAXI
v1631	vCLIMAIX
v1630	vCLEF(NotebookPapers/LABs/Workshops)
v2805	vBIR
v3371	vIEEEICCI*CC
v2804	vLESS
v2807	vOPAALS
v23	vCPAIOR
v22	vCIDR
v21	vCICLing
v20	vCHIExtendedAbstracts
v27	vDASFAA
v26	vCT-RSA
v25	vCSMR
v24	vCSEE&T
v2373	vIJMR
v29	vEACL(Demos)
v28	vEACL
v4424	vWSKS
v1389	vICST
v1388	vICONS
v907	vSBCCI
v906	vSAS
v453	vESWC
v452	vEPEW
v455	vFIMH
v454	vFinancialCryptography
v901	vRuleML
v456	vFMOODS/FORTE
v459	vGECCO
v458	vGECSummit
v2802	vWIMS
v909	vSC-MTAGS
v908	vSC
v4335	vUseR
v3472	vCOSTTDInternationalWorkshop
v4427	vEDOCWorkshops
v4337	vTheEnterpriseEngineeringSeries
v1709	vHPCS
v1708	vHoHotOS
v1703	vEuroHaptics()
v1702	vGestureWorkshop
v1701	vGREC
v1700	vGPCWorkshops
v1707	vHotOS
v1706	vHIS
v1705	vHiPC
v1704	vWorldHaptics
v1563	vIEEET.Haptics
v1562	vITProfessional
v1561	vJ.IntegrativeBioinformatics
v1560	vOptimizationLetters
v1567	vAnnalsofGIS
v1566	vIJKESDP
v1565	vEarthScienceInformatics
v1564	vAdvancesinAdaptiveDataAnalysis
v4426	vIPCC
v3160	vECCTD
v1569	vCryptographyandCommunications
v1568	vTOCT
v3530	vSpringerBriefsinComputerScience
v2044	vICWSM
v1093	vDecisionSupportSystems
v1092	vDistributedandParallelDatabases
v1091	vDistributedComputing
v1090	vDATABASE
v1097	vIntell.DataAnal.
v1096	vExpertSyst.Appl.
v1095	vEngineeringLetters
v1094	vEvolutionaryComputation
v1099	vInformationEconomicsandPolicy
v1098	vIEEESecurity&Privacy
v3570	veXamen.press
v3564	vNSSimulatorforBeginners
v2576	vIJNMC
v4421	vmLearn
v3576	vAnnalsOfInformationSystems
v4462	vProcesamientodelLenguajeNatural
v3577	vIntelligentVideoEventAnalysisandUnderstanding
v1141	vT.Comp.Sys.Biology
v1140	vT.Aspect-OrientedSoftwareDevelopment
v1143	vTelecommunicationSystems
v1142	vT.DataHidingandMultimediaSecurity
v1145	vTOMCCAP
v1144	vInf.Soc.
v1147	vTSLP
v1146	vT.RoughSets
v1149	vTheVisualComputer
v1148	vIEEETrans.Vis.Comput.Graph.
v3575	vHistoryofcomputing
v1419	vICECS
v1418	vSSME
v1998	vFTVI/FTRI
v3949	vFacingtheMulticore-Challenge
v3948	vIMDM
v4420	vSMPS
v3162	vISRR
v4318	vJ.BiomedicalSemantics
v3943	vWoMO
v3942	vCONFENIS
v3941	vBIRWorkshops
v3940	vGLOBECOMWorkshops
v3947	vICOIN
v3946	vPLATEAU
v3945	vSPLASHWorkshops
v3944	vSENSORNETS
v600	vSoftwareandSystemModeling
v601	vSTTT
v602	vIEEETrans.CircuitsSyst.VideoTechn.
v603	vIEEETrans.Mob.Comput.
v604	vACMTrans.Softw.Eng.Methodol.
v605	vComputerSpeech&Language
v606	vIEEETransactionsonAudio,Speech&LanguageProcessing
v607	vFoundationsandTrendsinDatabases
v608	vIJCSA
v609	vISSE
v1891	vIESS
v1890	vEuropeanTestSymposium
v1897	vLSMS/ICSEE
v1896	vIEEECongressonEvolutionaryComputation
v1895	vNOCS
v1894	vISVD
v4423	vDDFP
v3891	vAIPR
v3833	vSeriousGamesandEdutainmentApplications
v3701	vScalableIntegrationofAnalyticsandVisualization
v3700	vLanguage-ActionToolsforCognitiveArtificialAgents
v3703	vComputationalModelsofNaturalArgument
v3702	vLifelongLearning
v3705	vArtificialIntelligenceandSmarterLiving
v1183	vECEASST
v3707	vHuman-RobotInteractioninElderCare
v3706	vPlan,Activity,andIntentRecognition
v3709	vCGAMES
v3708	vBMAS
v3752	vFrontiersofcomputerscience
v1182	vIJACT
v4397	vInformation,Knowledge,SystemsManagement
v3890	vSCOPES
v4395	vTBC
v4394	vI.J.RFTechnol.:Res.andAppl.
v1967	vSiPS
v1966	vCDC
v1965	vComplex
